Course Name,Course Description,Credits
ACTG 211, Intro Accounting I,4.00
+ Dis,16447,0,25,1000-1050,f,185 LIL,Xu S, 
+ Dis,16448,0,25,1100-1150,f,185 LIL,Xu S, 
+ Dis,16449,0,25,1200-1250,f,214 MCK,Sobhani H,!U
+ Dis,16450,0,25,1300-1350,f,185 LIL,Sobhani H, 
+ Dis,16451,0,25,1400-1450,f,214 MCK,Ivy C, 
+ Dis,16452,1,25,1500-1550,f,214 MCK,Ivy C, 
CINE 270, Intro Narrat Cine Prod,4.00
 ,11258,1,18,1000-1150,mw,267 LIB,Kawai M,!
 ,11259,0,20,1400-1550,tr,36 LIB,Phillips A,!8
CINE 320, Beginning Screenwrit,4.00
 ,11260,1,15,1200-1350,mw,473 MCK,Johnson M,!
CINE 360, Film Theory >1,4.00
 ,15880,3,35,1200-1350,mw,36 LIB,McGuffie A,9MA
CINE 381M," Film, Media, & Culture >1 >GP >IP",4.00
 ,11261,4,18,1400-1550,mw,189 PLC,McGuffie A,A
CINE 399, Sp St Cine & Censor,4.00
 ,11264,0,35,1000-1150,tr,214 MCK,Alilunas P,$8
CINE 399, Sp St Stu Ghibli Anime,4.00
 ,11265,10,35,1600-1950,r,214 MCK,Kim D,$
CINE 399, Sp St Science Fiction,4.00
 ,15881,17,32,1200-1350,tr,214 MCK,Williamson C,$
CINE 404, Internship,1.00-12.00
 ,11267,0,12,-, , ,Phillips A,8
CINE 408, Wrk Avid Post Productn,4.00
 ,11269,2,18,1200-1350,tr,267 LIB,May K,!
CINE 410, Cinema Careers,4.00
 ,11272,4,24,1000-1150,tr,201 CON,Phillips A,8
CINE 411M, US Film Industry,4.00
 ,11273,1,13,1000-1150,mw,214 MCK,Hanna E,!
CINE 420, Advanced Screenwriting,4.00
 ,11274,6,15,1400-1650,m,121 MCK,Kawai M,!9
CINE 440, Top SE Asian Cinema >GP >IC,4.00
 ,11275,19,27,1400-1550,tr,111 LIL,Purnama A,8
CINE 440, Top Canadian Cinema >GP >IC,4.00
 ,15885,0,27,1400-1550,mw,36 LIB,Hanna E,8
CINE 490, Top Global Blockbuster,4.00
 ,11276,8,27,1000-1150,mw,110 WIL,Ok H,8
CIT 381, Database Systems,4.00
Lecture,11283,46,90,1400-1520,tr,221 MCK,Colbert P,!8
+ Lab,11284,10,30,1800-1850,t,B026 KLA,Xiao Cai A, 
+ Lab,11285,19,30,0900-0950,r,B026 KLA,Xiao Cai A, 
+ Lab,11286,17,30,1300-1350,f,B026 KLA,Xiao Cai A, 
CIT 405, Reading,1.00-4.00
 ,11287,10,10,tba,tba,tba,STAFF,
CLAS 110, Classical Mythology >1 >GP >IP,4.00
Lecture,11288,6,200,1300-1350,mwf,100 WIL,Chamberlain D, 
+ Dis,11289,1,25,0900-0950,r,154 STB,Snider T, 
+ Dis,11292,2,25,1200-1250,r,144 HED,Rutherford K, 
+ Dis,11293,0,25,1300-1350,r,199 ESL,Snider T, 
+ Dis,11294,1,25,1600-1650,r,184 PLC,Rutherford K, 
+ Dis,11295,0,25,0900-0950,f,146 HED,Lucas B, 
+ Dis,11296,0,25,1000-1050,f,146 HED,Lucas B, 
+ Dis,16493,0,25,1200-1250,f,107 PETR,Robb L, 
+ Dis,16494,2,25,1100-1150,f,107 PETR,Robb L, 
CLAS 188, Intro Classic Archaeol >2,4.00
 ,15270,2,40,1400-1550,tr,072 PLC,Dicus K,8
CLAS 199, Sp St Ancient Athletic,4.00
 ,16542,16,30,1000-1050,mwf,101 ALL,Chamberlain D, 
CLAS 301, Greek & Roman Epic >1,4.00
 ,15271,1,40,1200-1320,tr,072 PLC,Jaeger M, 
CLAS 311, Dth & Rbrth Grce & Ind >1 >GP >IC,4.00
 ,15272,2,40,1100-1150,mwf,260 CON,Calhoon C,9
CLAS 403, Thesis,1.00-12.00
 ,11297,5,5,tba,tba,tba,STAFF,
CLAS 405, Reading,1.00-21.00
 ,11298,5,5,tba,tba,tba,STAFF,
CLAS 407, Sem Arch BronzeAge Med,4.00
 ,15274,0,6,1000-1150,tr,45 COL,Dicus K,8
COLT 101, Intro Comparative Lit >1 >GP >IP,4.00
Lecture,11303,0,120,0830-0950,tr,101 LLCS,Middlebrook L, 
+ Dis,11304,0,20,1400-1450,r,189 PLC,Jobe F, 
+ Dis,11305,0,20,1400-1450,r,103 PETR,Nickels Z, 
+ Dis,11306,0,20,1300-1350,r,193 ANS,Nickels Z, 
+ Dis,11307,0,20,1200-1250,r,193 ANS,Jobe F, 
+ Dis,15593,0,20,1300-1350,r,248 PLC,Walker R, 
+ Dis,15594,0,20,1200-1250,r,103 PETR,Walker R, 
COLT 211, Comparative World Lit >1 >GP >IC,4.00
 ,11308,3,30,0800-0950,tr,201 CON,Abdul Salam M,9
 ,11309,3,30,1400-1550,mw,203 CON,Simonnet J, 
 ,16307,1,30,1200-1350,tr,242 GER,Rasheed F, 
COLT 212, Comparat World Cinema >1 >GP >IC,4.00
 ,11311,0,30,1400-1550,tr,203 CON,Lee K,8
 ,15595,0,30,1000-1150,tr,106 CON,Habib M, 
COLT 232, Literature and Film >1 >GP >IC,4.00
Lecture,11315,24,103,1200-1350,tr,211 LIL,Marlan D,!U
+ Dis,11316,3,16,0900-0950,f,361 PLC,Prabunya S, 
+ Dis,11317,1,20,1000-1050,f,330 CON,Prabunya S,!U
+ Dis,11318,7,16,1100-1150,f,330 CON,Feeney S, 
+ Dis,11319,4,17,1200-1250,f,330 CON,Feeney S, 
+ Dis,15596,2,17,1300-1350,f,301 CON,Amin S, 
+ Dis,16310,7,17,1200-1250,f,473 MCK,Amin S, 
COLT 302, Theories of Poetry,4.00
 ,16453,0,30,1400-1520,mw,151 STB,Teo T, 
COLT 360, Gender & Ident in Lit >1 >GP >IP,4.00
 ,11321,3,30,1000-1120,mw,301 CON,Lim Y,8
 ,11322,0,30,1200-1320,mw,106 CON,Lim Y,8
 ,11324,1,30,1400-1520,tr,123 MCK,Kramer M, 
COLT 370, Comparative Comics >1 >GP >IP,4.00
 ,11325,1,30,1000-1120,mw,121 MCK,Wirtz N, 
COLT 403, Thesis,4.00
 ,11328,10,10,tba,tba,tba,STAFF,
COLT 405, Reading,4.00
 ,11329,9,10,tba,tba,tba,STAFF,
COLT 450, Top Asian Horror,4.00
 ,15597,0,35,1830-2120,r,36 LIB,Brown S,8
CPSY 217, Stu Hlth & Well-Being,3.00
 ,11337,0,40,1000-1120,mw,101 JAQ,Harbert K,
 ,11338,0,40,1200-1320,mw,101 JAQ,Harbert K,
 ,11339,0,40,1400-1520,mw,101 JAQ,Harbert K,
CPSY 401, Research,1.00-5.00
 ,11340,5,5,tba,tba,tba,STAFF,
CPSY 405, Special Problems,1.00-12.00
 ,11341,15,15,tba,tba,tba,STAFF,
 ,11342,10,10,tba,tba,tba,STAFF,
CPSY 405, Sp Pr Research Asst,1.00-12.00
 ,11343,10,10,tba,tba,tba,STAFF,
CRES 101, Intro Conflict Resolut,4.00
 ,11363,0,50,0800-0950,tr,117 ED,Fowler C,9
CRES 410, Environmentl Confl Res,4.00
 ,16479,8,15,0900-1250,f,282 KNI,Jarvis T,$9
CRES 445, Conf of Incarceration,4.00
 ,11365,0,25,1600-1850,r,282 KNI,Marek H, 
CRWR 225, Kidd Workshop I,4.00
Lecture,11379,0,48,1400-1550,w,191 ANS,Trapp B,b
+ Dis,15681,0,12,1400-1550,m,330 CON,Pedroza T,
+ Dis,15682,0,12,1400-1550,m,216 CLS,Lumban-Tobing P,
+ Dis,15683,0,12,1400-1550,m,401 LIB,Phenix C,
+ Dis,15684,0,12,1400-1550,m,322 LIB,Lee J,
CRWR 230, Intro to Poetry Writ,4.00
 ,11384,1,22,1000-1150,mw,471 MCK,Taylor C,b
 ,11385,0,22,1200-1350,mw,123 MCK,Coleman K,b
 ,11386,0,22,1000-1150,tr,193 ANS,Desrosiers-Legault S,b
CRWR 240, Intro to Fiction Writ,4.00
 ,11387,0,22,1000-1150,mw,184 PLC,Khan S,b
 ,11388,0,22,1200-1350,mw,122 MCK,Park D,b
 ,11389,0,22,1000-1150,tr,349 MCK,Furutani K,b
CRWR 330, Interm Poetry Writing,4.00
 ,11390,0,20,1600-1720,wf,471 MCK,Dickman M,!
CRWR 340, Interm Fiction Writing,4.00
 ,11391,0,20,1000-1120,mw,192 ANS,Bogart-Monteith A,!
CRWR 407, Sem Fiction,4.00
 ,15685,1,12,1400-1650,w,401 LIB,Celona M,A
CRWR 407, Sem Poetry,4.00
 ,16545,6,15,1400-1650,r,322 LIB,Dickman M, 
CRWR 435, Adv Poetry Writing,4.00
 ,11392,1,15,1400-1650,t,216 CLS,Doran G,!8
CRWR 445, Adv Fiction Writing,4.00
 ,11393,0,15,1400-1650,t,401 LIB,Brown J,!
CS 102, Fnd of Comp Security >3,4.00
 ,11402,6,100,1200-1250,mwf,110 FEN,Li J,8
CS 110, Fluency with Info Tech >3,4.00
Lecture,11403,38,242,1300-1350,mwf,282 LIL,Wilkins D,!U
+ Lab,11404,0,28,1500-1550,m,B026 KLA,Hasanisaznaghi M, 
+ Lab,11405,1,28,1600-1650,m,B026 KLA,Elroy O, 
+ Lab,11406,12,28,1700-1750,m,B026 KLA,Sahu U, 
+ Lab,11407,6,28,0900-0950,f,B026 KLA,Sahu U, 
+ Lab,11408,7,25,1000-1050,f,B026 KLA,Sahu U,!U
+ Lab,11409,7,25,1100-1150,f,B026 KLA,Hasanisaznaghi M,!U
+ Lab,11410,0,28,1200-1250,f,B026 KLA,Hasanisaznaghi M, 
+ Lab,11411,3,28,1400-1450,f,B026 KLA,Elroy O, 
+ Lab,11412,2,28,1500-1550,f,B026 KLA,Elroy O, 
CS 111, Intro Web Programming >4,4.00
Lecture,11413,64,156,0900-0950,mwf,123 GSH,Flores J,!
+ Lab,11414,6,26,1000-1050,m,B026 KLA,Osei F,!
+ Lab,15618,7,26,1100-1150,m,B026 KLA,Osei F,!
+ Lab,15619,16,26,1200-1250,m,B026 KLA,Osei F,!
+ Lab,15620,19,26,1300-1350,m,B026 KLA,Dang Q,!
+ Lab,15621,8,26,1000-1050,t,B026 KLA,Dang Q,!
+ Lab,15622,8,26,1100-1150,t,B026 KLA,Dang Q,!
CS 122, Intro Prg & Prob Solv >4,4.00
Lecture,11415,2,204,1000-1120,tr,123 GSH,Colbert P,!8U
+ Lab,11416,0,30,1300-1350,w,B026 KLA,Kale S,!
+ Lab,11417,0,30,1400-1450,w,B026 KLA,Daggubati N,!
+ Lab,11418,0,27,1600-1650,w,B026 KLA,Daggubati N,!U
+ Lab,11419,1,30,1700-1750,w,B026 KLA,Daggubati N,!
+ Lab,11420,0,27,1600-1650,r,B026 KLA,Kale S,!U
+ Lab,11421,0,30,1700-1750,r,B026 KLA,Yuan J,!
+ Lab,16627,1,30,1600-1650,f,B026 KLA,Yuan J,!
CS 210, Computer Science I >4,4.00
Lecture,11423,6,201,1000-1120,tr,123 PAC,Young M,!A8U
+ Lab,11424,0,28,1200-1250,t,B026 KLA,Zhang R,!U
+ Lab,11425,1,30,1300-1350,t,B026 KLA,Zhang R,!
+ Lab,11426,2,30,1600-1650,t,B026 KLA,Palmstrom L,!
+ Lab,11427,1,30,1700-1750,t,B026 KLA,Palmstrom L,!
+ Lab,11428,0,30,1100-1150,w,B026 KLA,Hassan N,!
+ Lab,11429,1,30,1200-1250,w,B026 KLA,Hassan N,!
+ Lab,16608,1,23,0800-0850,r,B026 KLA,Zhang R,!
CS 212, Computer Science III >4,4.00
Lecture,11431,1,150,1000-1120,tr,101 LLCS,Childs H,!A8
+ Lab,11432,0,30,1400-1450,t,B026 KLA,Majumder M,!
+ Lab,11433,0,30,1500-1550,t,B026 KLA,Majumder M,!
+ Lab,11434,1,30,0900-0950,w,B026 KLA,Mathai M,!
+ Lab,11435,0,30,1000-1050,w,B026 KLA,Mathai M,!
+ Lab,16556,0,30,1800-1850,w,B026 KLA,Majumder M,!
CS 313, Interm Data Structures,4.00
Lecture,11437,7,84,1200-1250,mwf,229 MCK,Lowd D,!MA
+ Lab,11438,3,28,0900-0950,t,B026 KLA,Soh Y,!
+ Lab,11439,3,28,1000-1050,r,B026 KLA,Soh Y,!
+ Lab,11440,1,28,1100-1150,r,B026 KLA,Soh Y,!
CS 314, Computer Organization,4.00
Lecture,11441,3,90,1300-1350,mwf,229 MCK,Wills E,!MA9
+ Lab,11442,0,30,1400-1450,m,B026 KLA,Baruwa A,!
+ Lab,11443,2,30,1200-1250,r,B026 KLA,Baruwa A,!
+ Lab,11444,1,30,1300-1350,r,B026 KLA,Baruwa A,!
CS 322, Intro Software Engin,4.00
Lecture,15623,13,48,1600-1720,tr,B040 PSC,Hassani A,!
+ Dis,16668,3,24,1400-1450,f,214 FR,Chen A,!
+ Dis,16669,10,24,1500-1550,f,214 FR,Chen A,!
CS 401, Res Excel Undergrad,1.00
 ,11446,7,7,-, , ,Haley M,!8
CS 401, Research,1.00-16.00
 ,11445,14,15,tba,tba,tba,STAFF,!M
CS 402, Superv College Teach,1.00-2.00
 ,11447,10,10,-, , ,Freeman Hennessy K,!M8
CS 402, Superv College Teach,1.00-2.00
 ,11447,10,10,-, , ,Freeman Hennessy K,!M8
CS 403, Thesis,1.00-12.00
 ,11448,14,15,tba,tba,tba,STAFF,!M
CS 404, Internship,1.00-4.00
 ,11449,13,15,tba,tba,tba,STAFF,!M
CS 405, Reading,1.00-12.00
 ,11450,15,15,tba,tba,tba,STAFF,!M
CS 406, Practicum,1.00-2.00
 ,11451,15,15,tba,tba,tba,STAFF,!M
CS 407, Sem Career/Internships,2.00
 ,11452,7,25,1530-1650,m,220 DES,Wills E,!M8
CS 407, Sem Prog Competition,2.00
 ,11453,6,10,1700-1820,m,260 DES,Wilson C,!M
CS 407, Sem CPS/IoT Security,2.00
 ,16641,8,10,1600-1720,r,200 DES,Li J,!
CS 410, Multi-Agent Systems,4.00
 ,11455,20,25,1600-1720,wf,253 STB,Nguyen T,!M
CS 410, Comp Vision,4.00
CS 415, Operating Systems,4.00
Lecture,11457,12,75,1600-1720,tr,240A MCK,Malony A,!MA
+ Lab,11458,0,25,1500-1550,w,B026 KLA,Yokelson D, 
+ Lab,11459,12,25,1400-1450,r,B026 KLA,Yokelson D, 
+ Lab,11460,0,25,1500-1550,r,B026 KLA,Yokelson D, 
CS 420, Automata Theory,4.00
 ,15624,11,25,1400-1520,mw,260 CON,Wilson C,!
CS 422, Software Method I,4.00
 ,11461,8,35,1000-1120,mw,B040 PSC,Flores J,!MA
CS 425, Princ of Program Lang,4.00
Lecture,11463,49,90,0830-0950,mw,125 MCK,Antoy S,!MA8
+ Dis,11464,49,90,0900-0950,f,125 MCK,Yapucuoglu M,!
CS 431, Intro Parallel Comput,4.00
 ,15625,6,21,1200-1250,mwf,303 GER,Choi J,!8
CS 432, Intro to Networks,4.00
 ,11465,3,50,1400-1520,tr,145 STB,Li J,!M9
CS 443, User Interfaces,4.00
 ,11466,6,18,1000-1120,tr,B042 PSC,Hornof A,!MA
CS 471, Intro Artificial Intel,4.00
 ,11467,23,50,1200-1250,mwf,110 WIL,Nguyen T,!M
DAN 125, Top First Year Seminar,1.00
 ,11491,14,20,0900-0950,f,354 GRX,Garner B,
DAN 241, Screendance Hst & Thry >1,4.00
 ,16513,0,15,1400-1550,tr,350 GRX,Mockli S, 
DAN 255, Dance Production I,3.00
 ,11493,21,35,1400-1550,mw,353 GRX,Garner B, 
DAN 260, Anatomy Hum Movement >3,4.00
 ,11494,0,28,1400-1550,tr,352 GRX,Honka R, 
DAN 271, Top Contact Improv,1.00
 ,11495,22,35,1200-1320,tr,350 GRX,Van Ummersen M,!
DAN 280, Dance Loft Performance,1.00
 ,11496,0,10,1400-1550,mw,350 GRX,Thomas H,$
DAN 360, Dance Kinesiology,4.00
 ,11497,13,30,1400-1550,mw,352 GRX,James J, 
DAN 401, Research,1.00-4.00
 ,11498,10,10,tba,tba,tba,STAFF,
DAN 403, Thesis,1.00-12.00
 ,11499,10,10,tba,tba,tba,STAFF,
DAN 404, Internship,1.00-4.00
 ,11500,9,10,tba,tba,tba,STAFF,!
DAN 405, Reading,1.00-21.00
 ,11501,9,10,tba,tba,tba,STAFF,
DAN 406, Practicum,1.00-12.00
 ,11502,6,10,tba,tba,tba,STAFF,
DAN 408, Wrk Performance I,1.00
 ,11503,30,30,-, , ,Cherry C,!$
 ,16316,30,30,-, , ,Garner B,!$
 ,16317,26,30,-, , ,Honka R,!$
 ,16318,29,30,-, , ,Kennedy W,!$
 ,16319,22,30,-, , ,Mockli S,!$
 ,16320,30,30,-, , ,Thomas H,!$
DAN 425, Top Senior Seminar,1.00
 ,11504,14,20,0900-0950,f,352 GRX,Honka R, 
DAN 436, Top Dema African Perf,3.00
DAN 452, Dance Composition III,3.00
 ,11506,13,20,1400-1550,mw,354 GRX,Thomas H,!
DAN 458, Music for Dancers,3.00
 ,11507,17,25,1000-1150,mw,354 GRX,Cherry C,!
DAN 486, Top UO Stu Dance Coll,3.00
 ,16298,21,30,1600-1750,tr,353 GRX,Garner B,!
DIS,16298,21,30,1000-1150,f,353 GRX,Thomas H
DAN 491, Teaching Dance,3.00
 ,11508,23,30,1400-1550,tr,354 GRX,Kennedy W,!
DAN 494, Adv Movement Practice,3.00
 ,11509,21,30,1200-1320,mtwr,353 GRX,Mockli S,!$
DANC 170, Contemporary I,1.00
 ,11511,34,60,0830-0950,mw,352 GRX,Cranford B,$
DANC 172, Ballet I,1.00
 ,11512,45,60,0830-0950,tr,354 GRX,Garner B,$
DANC 175, Hip Hop I,1.00
 ,16296,0,60,1030-1150,tr,350 GRX,Thomas H,$
DANC 185, African I,1.00
 ,11513,19,60,1030-1150,mw,350 GRX,Honka R,$
DANC 199, Sp St Salsa,1.00
 ,11514,9,40,1030-1150,tr,352 GRX,Moses F,$
DANC 270, Contemporary II,1.00
 ,11515,9,30,0830-0950,mw,353 GRX,Thomas H,!$
DANC 272, Ballet II,1.00
 ,11516,3,30,0830-0950,tr,353 GRX,Kennedy W,!$
DANC 275, Hip Hop II,1.00
 ,11517,0,60,1030-1150,tr,350 GRX,Thomas H,$
DANC 285, African II,1.00
 ,11518,19,60,1030-1150,mw,350 GRX,Honka R,!$
DANC 370, Contemporary III,1.00
 ,11519,17,30,0830-0950,mw,350 GRX,Honka R,!$
DANC 372, Ballet III,1.00
 ,11520,1,35,0830-0950,tr,352 GRX,Moses F,!$
DANC 375, Hip hop III,1.00
 ,11521,8,30,1030-1150,tr,354 GRX,King E,!$
DSCI 101, Fdn Data Science I >3,4.00
Lecture,11522,4,100,1600-1720,tr,129 MCK,Mostoufi S,!A8
+ Lab,11523,2,25,0900-1050,f,117 ED,Diaz M,!A
+ Lab,11524,0,25,1100-1250,f,117 ED,Diaz M,!A
+ Lab,11525,2,25,1300-1450,f,117 ED,Dragu J,!A
+ Lab,15629,0,25,1500-1650,f,117 ED,Dragu J,!A
DSCI 311, Princ & Tech Data Sci,4.00
Lecture,11526,25,75,1600-1720,tr,245 STB,Muehleisen A,!8
+ Lab,11528,15,25,0900-0950,w,101 VOL,Muehleisen A,!
+ Lab,15630,8,25,1500-1550,w,230 LA,Delevich C,!
+ Lab,15631,2,25,1600-1650,w,101 VOL,Delevich C,!
DSCI 345M, Stats for Data Science,4.00
 ,11529,0,32,1000-1120,mw,130 GSH,Young B,!8
 ,16483,34,45,1400-1520,mw,112 LIL,Levin D,!8
DSCI 411, Capstone Project,4.00
 ,11530,10,10,-, , ,Sventek J,!8
EALL 209, Lang & Soc East Asia >1 >GP >IC,4.00
EALL 402, Superv Tutoring,1.00-12.00
 ,11541,5,5,tba,tba,tba,STAFF,
EALL 410, CHN JPN KRN Sounds,4.00
 ,15512,5,20,1200-1320,mw,101 VOL,Idemaru K, 
EALL 460, Teach E Asian Lang/Lit,2.00
 ,11543,5,5,0800-1650,"mtwrf
9/18-9/22",240 TYKE,Chan R,P
EC 101, Contemp Econ Issues >2,4.00
Lecture,11550,0,192,1200-1320,tr,180 PLC,Urbancic M, 
+ Dis,11551,0,32,-, ,ASYNC WEB,Chennupati A, 
+ Dis,11552,0,32,-, ,ASYNC WEB,Chennupati A, 
+ Dis,11553,0,32,-, ,ASYNC WEB,Cloutier C, 
+ Dis,11554,0,32,-, ,ASYNC WEB,Cloutier C, 
+ Dis,11555,0,32,-, ,ASYNC WEB,Hu D, 
+ Dis,11556,0,32,-, ,ASYNC WEB,Hu D, 
EC 201, Intro Econ Analy Micro >2,4.00
Lecture,11559,97,520,1000-1120,tr,156 STB,Miller K, 
+ Dis,11560,1,40,1600-1650,r,248 GER,Pabst A, 
+ Dis,11561,0,55,1600-1650,r,166 LA,Castro A, 
+ Dis,11562,14,40,1700-1750,r,140 ALL,Castro A, 
+ Dis,11563,14,45,0900-0950,f,275 LIL,Pabst A, 
+ Dis,11564,1,45,1000-1050,f,175 LIL,Pabst A, 
+ Dis,11565,8,55,1000-1050,f,214 MCK,Mensah E, 
+ Dis,11566,1,55,1100-1150,f,214 MCK,Mensah E, 
+ Dis,11567,25,55,1100-1150,f,276 ED,Breeden D, 
+ Dis,11568,14,50,1300-1350,f,276 ED,Breeden D, 
+ Dis,11569,19,40,1300-1350,f,140 ALL,Leidenz Font J, 
+ Dis,11570,0,40,1400-1450,f,195 ANS,Leidenz Font J, 
EC 202, Intro Econ Analy Macro >2,4.00
Lecture,11572,85,340,1600-1720,tr,156 STB,Song K, 
+ Dis,11573,8,50,1000-1050,f,112 LIL,Woolley D, 
+ Dis,11575,27,50,0900-0950,f,214 MCK,Karki G, 
+ Dis,11576,38,50,1000-1050,f,221 MCK,Karki G, 
+ Dis,11577,1,45,1100-1150,f,175 LIL,Woolley D, 
+ Dis,11578,10,50,1100-1150,f,132 LIL,Shah D, 
+ Dis,11579,1,55,1300-1350,f,214 MCK,Shah D, 
EC 311, Interm Microec Theory,4.00
 ,11581,6,90,1400-1550,mw,125 MCK,Colas M,!
 ,11582,4,90,1200-1350,tr,125 MCK,Wong W,!
 ,11583,2,90,1400-1550,tr,125 MCK,Wong W,!
EC 313, Interm Macroec Theory,4.00
 ,11586,0,90,1200-1350,tr,240A MCK,Evans G,!
 ,11587,31,60,0800-0950,mw,132 LIL,Jetton O,!
EC 320, Intro to Econometrics,4.00
Lecture,11588,21,70,1400-1520,tr,140 TYKE,O'Briant C,!
+ Lab,11589,14,50,-, ,ASYNC WEB,O'Briant C, 
+ Lab,11590,7,20,1600-1650,w,SYNC WEB,O'Briant C, 
EC 328, Behave Econ & Apps >2,4.00
 ,16270,1,90,1400-1550,mw,221 MCK,Wu J,!
EC 333, Resour & Envir Ec Iss >2,4.00
 ,16292,4,90,1400-1520,tr,32 TYKE,Holloway S,!
EC 350, Labor Market Issues >2,4.00
 ,11595,31,80,1000-1120,tr,220 CHA,Ren T,!
EC 370, Money & Banking >2,4.00
 ,11596,0,85,1000-1120,tr,128 CHI,Martinez Lazo E,!
EC 390, Prob/Iss Dev Economies >2 >GP >IC,4.00
 ,11598,21,60,1200-1320,mw,242 GER,Dudhe P,!
EC 401, Research,1.00-21.00
 ,11599,18,20,tba,tba,tba,STAFF,
EC 404, Internship,1.00-4.00
 ,11600,18,20,-, , ,Piger J,8
EC 405, Reading,1.00-21.00
 ,11601,20,20,tba,tba,tba,STAFF,
EC 410, Econ Crime,4.00
 ,11603,33,70,1400-1520,mw,32 TYKE,Hansen B,!
EC 410, Inequality Ec Mobility,1.00-5.00
EC 411, Adv Micro Theory,4.00
 ,11604,11,25,0800-0950,mw,175 LIL,van den Nouweland A,!
EC 418, Ec Analy Commun Iss I,2.00
 ,16185,9,15,1000-1150,f,212 LIL,Harbaugh W,!
EC 421, Intro Econometrics,4.00
Lecture,11605,39,80,1400-1520,mw,101 LIB,Matsuzawa K,!
+ Lab,11606,9,40,-, ,ASYNC WEB,Dickinson A, 
+ Lab,11607,30,40,1600-1650,t,SYNC WEB,Dickinson A, 
EC 423, Econometrics,4.00
 ,15737,16,40,1000-1120,tr,260 CON,Davis J,!
DIS,15737,16,40,1000-1050,f,360 CON
EC 427, Games & Decisions,4.00
 ,15738,22,38,1200-1320,mw,101 ALL,van den Nouweland A,!
EC 428, Behav & Exper Econ,4.00
 ,16303,24,70,1400-1520,tr,128 CHI,Davis J,!
EC 430, Urban & Regional Econ >IP >US,4.00
 ,11609,26,60,1000-1120,mw,242 GER,Colas M,!
EC 448, Political Economy,4.00
 ,11611,38,60,1000-1120,tr,242 GER,Ellis C,!8
EC 450, Labor Economics,4.00
 ,11612,37,60,1400-1520,tr,101 LIB,Waddell G,!8
EC 460, Theor Industrial Org,4.00
 ,11613,50,70,1200-1320,tr,101 LIB,Waddell G,!8
EC 482, Econ of Globalization,4.00
 ,15740,41,60,1600-1720,tr,112 LIL,Cristea A,!8
EDST 111, Education & Soc Change >2,4.00
Lecture,11659,0,112,0830-0950,tr,220 HED,Clifford P,!U
+ Dis,11660,0,28,0900-0950,f,144 HED,Pinsoneault A,!U
+ Dis,11661,0,28,1000-1050,f,276 ED,Sullivan B, 
+ Dis,11662,0,27,0900-0950,f,276 ED,Sullivan B, 
+ Dis,11663,0,29,1000-1050,f,116 ED,Pinsoneault A, 
EDST 211, Childhood Studies,4.00
 ,11664,0,60,1000-1150,tr,112 LIL,Graham M, 
EDST 225, Sch & Reprsnt in Media >AC >US,4.00
 ,16258,2,80,1600-1750,tr,221 MCK,Schmitke A, 
EDST 331, Autobio of Schooling,4.00
 ,11667,0,110,1600-1750,tr,220 HED,Springer S,!
EDST 401, Research,1.00-18.00
 ,11668,5,5,tba,tba,tba,STAFF,
EDST 405, Reading,1.00-18.00
 ,11669,5,5,tba,tba,tba,STAFF,
EDST 406, Prac Fld Exp Secondary,1.00
 ,16234,16,25,1100-1150,f,142 HED,Clifford P, 
EDST 406, Prac Fld Exp Secondary,1.00
 ,16234,16,25,1100-1150,f,142 HED,Clifford P, 
EDST 410, EO: Plants as Teachers,4.00
 ,16245,0,25,1400-1550,mw,115 ED,Sky N, 
EDST 420, Liv in Stratified Soc,4.00
 ,11671,1,75,1400-1550,tr,129 MCK,Heffernan J,!
EDST 422, Technology Education,4.00
 ,11673,1,40,1200-1350,mw,144 HED,Ramshaw D, 
EDST 448, Integrating the Arts,4.00
 ,11675,0,30,1400-1650,w,103 JSMA,Abia-Smith L, 
EDST 454, Patriarchy and Educ,4.00
 ,16332,1,25,1200-1350,mw,119 ED,O'Neal P,!
EDST 456, Decolonization and Edu,4.00
 ,16250,1,25,1000-1150,tr,119 ED,Hatch S,!
EDST 457," Imm, Diaspora & Educ",4.00
 ,16333,1,25,1400-1550,tr,119 ED,Lucero A,!
EDST 471, Found Algebra Learning,4.00
 ,16287,1,24,1000-1150,mw,119 ED,Jacobson K, 
ENG 104, Intro Lit: Fiction >1,4.00
 ,11714,0,40,1400-1450,mwf,360 CON,Ecklund A,G
 ,11715,0,40,1600-1720,tr,233 TYKE,Elliott M,G
ENG 107, World Literature >1 >GP >IC,4.00
 ,15904,0,40,1000-1120,tr,195 ANS,Huang H,G
ENG 200, Pub Speak Liberal Art,4.00
 ,11718,7,22,1000-1120,tr,473 MCK,Waddell A,!G
ENG 205, Top Short Story,4.00
 ,11719,0,40,1400-1520,tr,117 FEN,Southworth H,Gc
 ,15905,6,40,1600-1720,tr,101 ALL,Southworth H,Gc
ENG 205, Top Fantasy,4.00
 ,16633,1,40,1200-1320,mw,140 TYKE,Wheeler E, 
ENG 207, Shakespeare >1,4.00
 ,11720,0,40,1400-1520,tr,242 GER,Dawson B,G
ENG 208, Shakespeare >1,4.00
 ,15907,2,40,1100-1150,mwf,360 CON,Bovilsky L,G
ENG 209, Craft of the Sentence,4.00
 ,15908,5,40,1200-1350,tr,360 CON,Upton C,G
ENG 230, Intro Environment Lit >1,4.00
