Course Name,Course Description,Credits,Section Type,CRN,Available Seats,Total Seats,Days,Time,Location,Instructor,Requirements
CH 447,Computational Chem,4.00,Lecture,11101,7,10,1100-1150,mwrf,107 KLA,Guenza M,!8
CH 451,Adv Organic/Inorg Chem,4.00,Lecture,11102,12,15,1100-1150,mwrf,171 ONY,Jasti R,!G
CH 454,Adv Electrochemistry,4.00,Lecture,11103,4,5,0900-0950,mwrf,140 TYKE,Boettcher S,!G
CH 461,Biochemistry,4.00,Lecture,11104,12,69,1300-1350,mwf,110 WIL,Hansen S,!G8
CH 461,Biochemistry,4.00,+ Dis,11105,12,34,1100-1150,r,253 STB,Wilson N,G
CH 461,Biochemistry,4.00,+ Dis,11106,0,35,1200-1250,r,253 STB,Wilson N,G
CH 467,Biochemistry Lab,4.00,Lecture,11108,0,28,1300-1350,tr,107 KLA,Hawley D,!$GM
CH 467,Biochemistry Lab,4.00,+ Lab,11109,0,28,1400-1750,mw,372 ONY,Kimmett E,GM
CHN 101,1st Year Chinese,5.00,Lecture,11188,7,28,1100-1150,mwf,151 MCK,Gigliotti D,Aa
CHN 101,1st Year Chinese,5.00,+ Dis,11189,1,14,1100-1150,tr,221 FR,Suo S,Aat
CHN 101,1st Year Chinese,5.00,+ Dis,11190,6,14,1100-1150,tr,203 CON,Tao S,Aas
CHN 101,1st Year Chinese,5.00,Lecture,11191,13,28,1300-1350,mwf,151 MCK,Gigliotti D,Aa
CHN 101,1st Year Chinese,5.00,+ Dis,11192,8,14,1300-1350,tr,373 MCK,Suo S,Aat
CHN 101,1st Year Chinese,5.00,+ Dis,11193,5,14,1300-1350,tr,225 FR,Tao S,Aas
CHN 101,1st Year Chinese,5.00,Lecture,11194,13,28,1400-1450,mwf,151 MCK,Gigliotti D,Aa
CHN 101,1st Year Chinese,5.00,+ Dis,11195,7,14,1400-1450,tr,345 MCK,Suo S,Aat
CHN 101,1st Year Chinese,5.00,+ Dis,11196,6,14,1400-1450,tr,119 FEN,Tao S,Aas
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,Lecture,15507,6,100,1400-1520,tr,115 LA,Moore L,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,+ Dis,15508,0,25,1000-1050,f,301 CHA,Lee J,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,+ Dis,15509,2,25,1100-1150,f,301 CHA,Lee J,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,+ Dis,15510,3,25,1200-1250,f,301 CHA,Li Y,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,+ Dis,15511,1,25,1300-1350,f,301 CHA,Li Y,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,Lecture,15507,6,100,1400-1520,tr,115 LA,Moore L,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,+ Dis,15508,0,25,1000-1050,f,301 CHA,Lee J,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,+ Dis,15509,2,25,1100-1150,f,301 CHA,Lee J,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,+ Dis,15510,3,25,1200-1250,f,301 CHA,Li Y,N/A
CHN 151,Intro Chinese Film >1 >GP >IC,4.00,+ Dis,15511,1,25,1300-1350,f,301 CHA,Li Y,N/A
CHN 201,2nd Year Chinese >1 >1 >GP,5.00,Lecture,11202,0,14,1200-1250,mwf,159 MCK,Mao F,!Aab
CHN 201,2nd Year Chinese >1 >1 >GP,5.00,+ Dis,11203,0,14,1200-1250,tr,301 GER,Deng X,Aa
CHN 201,2nd Year Chinese >1 >1 >GP,5.00,Lecture,11204,2,14,1300-1350,mwf,159 MCK,Mao F,!Aab
CHN 201,2nd Year Chinese >1 >1 >GP,5.00,+ Dis,11205,2,14,1300-1350,tr,301 GER,Deng X,Aa
CHN 204,Acceler 2nd Yr CHN I >1 >1 >GP,5.00,Lecture,11206,4,14,1000-1050,mwf,151 MCK,Mao F,!Aab
CHN 204,Acceler 2nd Yr CHN I >1 >1 >GP,5.00,+ Dis,11208,4,14,1000-1050,tr,131 GSH,Deng X,Aa
CHN 301,3rd Year Chinese >1,5.00,Lecture,11209,0,14,1200-1250,mwf,206 FR,Wu J,!Aab8
CHN 301,3rd Year Chinese >1,5.00,+ Dis,11210,0,14,1200-1250,tr,221 FR,Gu X,Aa
CHN 301,3rd Year Chinese >1,5.00,Lecture,11211,0,14,1300-1350,mwf,206 FR,Wu J,!Aab8
CHN 301,3rd Year Chinese >1,5.00,+ Dis,11212,0,14,1300-1350,tr,221 FR,Gu X,Aa
CHN 305,Hist of Chinese Lit >1 >GP >IC,4.00,Lecture,11213,10,50,1200-1320,mw,105 ESL,Habberstad L,!
CHN 305,Hist of Chinese Lit >1 >GP >IC,4.00,+ Dis,11214,5,25,1500-1550,m,253 STB,Zheng L,N/A
CHN 305,Hist of Chinese Lit >1 >GP >IC,4.00,+ Dis,11215,5,25,1600-1650,m,253 STB,Zheng L,N/A
CHN 350,Gend/Sex Trad Chn Lit >1 >GP >IP,4.00,Lecture,16579,5,25,1200-1320,tr,201 CON,Epstein M,!
CHN 399L,Sp St Capstone Prep,4.00,Lecture,11217,0,7,1400-1520,tr,217 FR,Chen W,8
CHN 399L,Sp St Capstone Prep,4.00,+ Dis,11218,0,7,1500-1550,f,206 FR,Liu X,N/A
CHN 399L,Sp St Capstone Prep,4.00,Lecture,11219,2,7,1600-1720,tr,217 FR,Chen W,8
CHN 399L,Sp St Capstone Prep,4.00,+ Dis,11220,2,7,1600-1650,f,206 FR,Liu X,N/A
CHN 401,Research,1.00-21.00,Lecture,11221,10,10,tba,tba,tba,STAFF,N/A
CHN 403,Thesis,1.00-6.00,Lecture,11222,5,5,tba,tba,tba,STAFF,HM
CHN 405,Reading,1.00-21.00,Lecture,11223,10,10,tba,tba,tba,STAFF,N/A
CHN 413,Top Cult Geo,4.00,Lecture,11224,0,14,1400-1520,mw,225 FR,Chen W,8
CHN 413,Top Cult Geo,4.00,+ Dis,11225,0,14,1400-1450,f,206 FR,Liu X,N/A
CHN 420,Inter Lang Strategies,4.00,Lecture,11226,4,14,1000-1120,mw,361 PLC,Wu J,!8
CHN 420,Inter Lang Strategies,4.00,+ Dis,11227,4,14,1000-1050,f,361 PLC,Gu X,N/A
CHN 436,Literary Chinese,4.00,Lecture,11228,1,20,0900-0950,mwf,301 CON,Epstein M,N/A
CINE 111,How to Watch TV >1,4.00,Lecture,11241,0,35,0800-0950,tr,214 MCK,Thompson J,!
CINE 151M,Intro to Korean Cinema >1 >GP >IC,4.00,Lecture,11242,0,50,1600-1920,t,125 MCK,Kim D,N/A
CINE 151M,Intro to Korean Cinema >1 >GP >IC,4.00,+ Dis,11243,0,25,1600-1650,r,105 PETR,Cheong S,N/A
CINE 151M,Intro to Korean Cinema >1 >GP >IC,4.00,+ Dis,11244,0,25,1700-1750,r,107 PETR,Cheong S,N/A
CINE 198,Wrk Post Prod Workflow,1.00,Lecture,11245,11,18,1000-1150,f 9/29-11/03,267 LIB,May K,!P8
CINE 230,Remix Cultures >1,4.00,Lecture,11246,0,60,1000-1150,tr,111 LIL,Sirois A,!8U
CINE 260M,Media Aesthetics,4.00,Lecture,11247,0,23,1400-1550,mw,214 MCK,Ok H,9
CINE 260M,Media Aesthetics,4.00,Lecture,11248,0,23,1200-1350,tr,36 LIB,Purnama A,9
CINE 266,Hst Motion Picture II >1,4.00,Lecture,15879,5,200,1400-1650,t,180 PLC,Alilunas P,!U
CINE 266,Hst Motion Picture II >1,4.00,Lecture,15879,5,200,1400-1450,r,180 PLC,N/A,N/A
CINE 266,Hst Motion Picture II >1,4.00,+ Dis,16445,2,25,0800-0850,f,214 MCK,Connell-Gonzalez A,N/A
CINE 266,Hst Motion Picture II >1,4.00,+ Dis,16446,1,25,0900-0950,f,202 CHA,Connell-Gonzalez A,N/A
CINE 266,Hst Motion Picture II >1,4.00,+ Dis,16447,0,25,1000-1050,f,185 LIL,Xu S,N/A
CINE 266,Hst Motion Picture II >1,4.00,+ Dis,16448,0,25,1100-1150,f,185 LIL,Xu S,N/A
CINE 266,Hst Motion Picture II >1,4.00,+ Dis,16449,0,25,1200-1250,f,214 MCK,Sobhani H,!U
CINE 266,Hst Motion Picture II >1,4.00,+ Dis,16450,1,25,1300-1350,f,185 LIL,Sobhani H,N/A
CINE 266,Hst Motion Picture II >1,4.00,+ Dis,16451,0,25,1400-1450,f,214 MCK,Ivy C,N/A
CINE 266,Hst Motion Picture II >1,4.00,+ Dis,16452,1,25,1500-1550,f,214 MCK,Ivy C,N/A
CINE 270,Intro Narrat Cine Prod,4.00,Lecture,11258,1,18,1000-1150,mw,267 LIB,Kawai M,!
CINE 270,Intro Narrat Cine Prod,4.00,Lecture,11259,0,20,1400-1550,tr,36 LIB,Phillips A,!8
CINE 320,Beginning Screenwrit,4.00,Lecture,11260,1,15,1200-1350,mw,473 MCK,Johnson M,!
CINE 360,Film Theory >1,4.00,Lecture,15880,3,35,1200-1350,mw,36 LIB,McGuffie A,9MA
CINE 381M,Film  Media  & Culture >1 >GP >IP,4.00,Lecture,11261,4,18,1400-1550,mw,189 PLC,McGuffie A,A
CINE 399,Sp St Cine & Censor,4.00,Lecture,11264,0,35,1000-1150,tr,214 MCK,Alilunas P,8
CINE 399,Sp St Stu Ghibli Anime,4.00,Lecture,11265,10,35,1600-1950,r,214 MCK,Kim D,N/A
CINE 399,Sp St Science Fiction,4.00,Lecture,15881,17,32,1200-1350,tr,214 MCK,Williamson C,N/A
CINE 404,Internship,1.00-12.00,Lecture,11267,0,12,-,N/A,N/A,Phillips A,8
CINE 408,Wrk Avid Post Productn,4.00,Lecture,11269,2,18,1200-1350,tr,267 LIB,May K,!
CINE 410,Cinema Careers,4.00,Lecture,11272,4,24,1000-1150,tr,201 CON,Phillips A,8
CINE 411M,US Film Industry,4.00,Lecture,11273,1,13,1000-1150,mw,214 MCK,Hanna E,!
CINE 420,Advanced Screenwriting,4.00,Lecture,11274,6,15,1400-1650,m,121 MCK,Kawai M,!9
CINE 440,Top SE Asian Cinema >GP >IC,4.00,Lecture,11275,19,27,1400-1550,tr,111 LIL,Purnama A,8
CINE 440,Top Canadian Cinema >GP >IC,4.00,Lecture,15885,0,27,1400-1550,mw,36 LIB,Hanna E,8
CINE 490,Top Global Blockbuster,4.00,Lecture,11276,9,27,1000-1150,mw,110 WIL,Ok H,8
CIT 381,Database Systems,4.00,Lecture,11283,46,90,1400-1520,tr,221 MCK,Colbert P,!8
CIT 381,Database Systems,4.00,+ Lab,11284,10,30,1800-1850,t,B026 KLA,Xiao Cai A,N/A
CIT 381,Database Systems,4.00,+ Lab,11285,19,30,0900-0950,r,B026 KLA,Xiao Cai A,N/A
CIT 381,Database Systems,4.00,+ Lab,11286,17,30,1300-1350,f,B026 KLA,Xiao Cai A,N/A
CIT 405,Reading,1.00-4.00,Lecture,11287,10,10,tba,tba,tba,STAFF,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,Lecture,11288,10,200,1300-1350,mwf,100 WIL,Chamberlain D,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,+ Dis,11289,1,25,0900-0950,r,154 STB,Snider T,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,+ Dis,11292,2,25,1200-1250,r,144 HED,Rutherford K,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,+ Dis,11293,1,25,1300-1350,r,199 ESL,Snider T,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,+ Dis,11294,1,25,1600-1650,r,184 PLC,Rutherford K,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,+ Dis,11295,2,25,0900-0950,f,146 HED,Lucas B,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,+ Dis,11296,1,25,1000-1050,f,146 HED,Lucas B,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,+ Dis,16493,0,25,1200-1250,f,107 PETR,Robb L,N/A
CLAS 110,Classical Mythology >1 >GP >IP,4.00,+ Dis,16494,2,25,1100-1150,f,107 PETR,Robb L,N/A
CLAS 188,Intro Classic Archaeol >2,4.00,Lecture,15270,2,40,1400-1550,tr,072 PLC,Dicus K,8
CLAS 199,Sp St Ancient Athletic,4.00,Lecture,16542,16,30,1000-1050,mwf,101 ALL,Chamberlain D,N/A
CLAS 301,Greek & Roman Epic >1,4.00,Lecture,15271,1,40,1200-1320,tr,072 PLC,Jaeger M,N/A
CLAS 311,Dth & Rbrth Grce & Ind >1 >GP >IC,4.00,Lecture,15272,2,40,1100-1150,mwf,260 CON,Calhoon C,9
CLAS 403,Thesis,1.00-12.00,Lecture,11297,5,5,tba,tba,tba,STAFF,N/A
CLAS 405,Reading,1.00-21.00,Lecture,11298,5,5,tba,tba,tba,STAFF,N/A
CLAS 407,Sem Arch BronzeAge Med,4.00,Lecture,15274,0,6,1000-1150,tr,45 COL,Dicus K,8
COLT 101,Intro Comparative Lit >1 >GP >IP,4.00,Lecture,11303,0,120,0830-0950,tr,101 LLCS,Middlebrook L,N/A
COLT 101,Intro Comparative Lit >1 >GP >IP,4.00,+ Dis,11304,0,20,1400-1450,r,189 PLC,Jobe F,N/A
COLT 101,Intro Comparative Lit >1 >GP >IP,4.00,+ Dis,11305,0,20,1400-1450,r,103 PETR,Nickels Z,N/A
COLT 101,Intro Comparative Lit >1 >GP >IP,4.00,+ Dis,11306,0,20,1300-1350,r,193 ANS,Nickels Z,N/A
COLT 101,Intro Comparative Lit >1 >GP >IP,4.00,+ Dis,11307,0,20,1200-1250,r,193 ANS,Jobe F,N/A
COLT 101,Intro Comparative Lit >1 >GP >IP,4.00,+ Dis,15593,0,20,1300-1350,r,248 PLC,Walker R,N/A
COLT 101,Intro Comparative Lit >1 >GP >IP,4.00,+ Dis,15594,0,20,1200-1250,r,103 PETR,Walker R,N/A
COLT 211,Comparative World Lit >1 >GP >IC,4.00,Lecture,11308,3,30,0800-0950,tr,201 CON,Abdul Salam M,9
COLT 211,Comparative World Lit >1 >GP >IC,4.00,Lecture,11309,3,30,1400-1550,mw,203 CON,Simonnet J,N/A
COLT 211,Comparative World Lit >1 >GP >IC,4.00,Lecture,16307,1,30,1200-1350,tr,242 GER,Rasheed F,N/A
COLT 212,Comparat World Cinema >1 >GP >IC,4.00,Lecture,11311,1,30,1400-1550,tr,203 CON,Lee K,8
COLT 212,Comparat World Cinema >1 >GP >IC,4.00,Lecture,15595,0,30,1000-1150,tr,106 CON,Habib M,N/A
COLT 232,Literature and Film >1 >GP >IC,4.00,Lecture,11315,23,103,1200-1350,tr,211 LIL,Marlan D,!U
COLT 232,Literature and Film >1 >GP >IC,4.00,+ Dis,11316,3,16,0900-0950,f,361 PLC,Prabunya S,N/A
COLT 232,Literature and Film >1 >GP >IC,4.00,+ Dis,11317,1,20,1000-1050,f,330 CON,Prabunya S,!U
COLT 232,Literature and Film >1 >GP >IC,4.00,+ Dis,11318,6,16,1100-1150,f,330 CON,Feeney S,N/A
COLT 232,Literature and Film >1 >GP >IC,4.00,+ Dis,11319,4,17,1200-1250,f,330 CON,Feeney S,N/A
COLT 232,Literature and Film >1 >GP >IC,4.00,+ Dis,15596,2,17,1300-1350,f,301 CON,Amin S,N/A
COLT 232,Literature and Film >1 >GP >IC,4.00,+ Dis,16310,7,17,1200-1250,f,473 MCK,Amin S,N/A
COLT 302,Theories of Poetry,4.00,Lecture,16453,0,30,1400-1520,mw,151 STB,Teo T,N/A
COLT 360,Gender & Ident in Lit >1 >GP >IP,4.00,Lecture,11321,3,30,1000-1120,mw,301 CON,Lim Y,8
COLT 360,Gender & Ident in Lit >1 >GP >IP,4.00,Lecture,11322,1,30,1200-1320,mw,106 CON,Lim Y,8
COLT 360,Gender & Ident in Lit >1 >GP >IP,4.00,Lecture,11324,1,30,1400-1520,tr,123 MCK,Kramer M,N/A
COLT 370,Comparative Comics >1 >GP >IP,4.00,Lecture,11325,1,30,1000-1120,mw,121 MCK,Wirtz N,N/A
COLT 403,Thesis,4.00,Lecture,11328,10,10,tba,tba,tba,STAFF,N/A
COLT 405,Reading,4.00,Lecture,11329,9,10,tba,tba,tba,STAFF,N/A
COLT 450,Top Asian Horror,4.00,Lecture,15597,1,35,1830-2120,r,36 LIB,Brown S,8
CPSY 217,Stu Hlth & Well-Being,3.00,Lecture,11337,0,40,1000-1120,mw,101 JAQ,Harbert K,N/A
CPSY 217,Stu Hlth & Well-Being,3.00,Lecture,11338,0,40,1200-1320,mw,101 JAQ,Harbert K,N/A
CPSY 217,Stu Hlth & Well-Being,3.00,Lecture,11339,0,40,1400-1520,mw,101 JAQ,Harbert K,N/A
CPSY 401,Research,1.00-5.00,Lecture,11340,5,5,tba,tba,tba,STAFF,N/A
CPSY 405,Special Problems,1.00-12.00,Lecture,11341,15,15,tba,tba,tba,STAFF,N/A
CPSY 405,Special Problems,1.00-12.00,Lecture,11342,10,10,tba,tba,tba,STAFF,N/A
CPSY 405,Sp Pr Research Asst,1.00-12.00,Lecture,11343,10,10,tba,tba,tba,STAFF,N/A
CRES 101,Intro Conflict Resolut,4.00,Lecture,11363,0,50,0800-0950,tr,117 ED,Fowler C,9
CRES 410,Environmentl Confl Res,4.00,Lecture,16479,10,15,0900-1250,f,282 KNI,Jarvis T,$9
CRES 445,Conf of Incarceration,4.00,Lecture,11365,0,25,1600-1850,r,282 KNI,Marek H,N/A
CRWR 225,Kidd Workshop I,4.00,Lecture,11379,0,48,1400-1550,w 9/26-10/20,191 ANS,Trapp B,b
CRWR 225,Kidd Workshop I,4.00,Lecture,11379,0,48,1400-1550,w 10/23-12/03,115 LA,N/A,N/A
CRWR 225,Kidd Workshop I,4.00,+ Dis,15681,0,12,1400-1550,m,330 CON,Pedroza T,N/A
CRWR 225,Kidd Workshop I,4.00,+ Dis,15682,0,12,1400-1550,m,216 CLS,Lumban-Tobing P,N/A
CRWR 225,Kidd Workshop I,4.00,+ Dis,15683,0,12,1400-1550,m,401 LIB,Phenix C,N/A
CRWR 225,Kidd Workshop I,4.00,+ Dis,15684,0,12,1400-1550,m,322 LIB,Lee J,N/A
CRWR 230,Intro to Poetry Writ,4.00,Lecture,11384,1,22,1000-1150,mw,471 MCK,Taylor C,b
CRWR 230,Intro to Poetry Writ,4.00,Lecture,11385,0,22,1200-1350,mw,123 MCK,Coleman K,b
CRWR 230,Intro to Poetry Writ,4.00,Lecture,11386,1,22,1000-1150,tr,193 ANS,Desrosiers-Legault S,b
CRWR 240,Intro to Fiction Writ,4.00,Lecture,11387,2,22,1000-1150,mw,184 PLC,Khan S,b
CRWR 240,Intro to Fiction Writ,4.00,Lecture,11388,0,22,1200-1350,mw,122 MCK,Park D,b
CRWR 240,Intro to Fiction Writ,4.00,Lecture,11389,0,22,1000-1150,tr,349 MCK,Furutani K,b
CRWR 330,Interm Poetry Writing,4.00,Lecture,11390,0,20,1600-1720,wf,471 MCK,Dickman M,!
CRWR 340,Interm Fiction Writing,4.00,Lecture,11391,0,20,1000-1120,mw,192 ANS,Bogart-Monteith A,!
CRWR 407,Sem Fiction,4.00,Lecture,15685,1,12,1400-1650,w,401 LIB,Celona M,A
CRWR 407,Sem Poetry,4.00,Lecture,16545,6,15,1400-1650,r,322 LIB,Dickman M,N/A
CRWR 435,Adv Poetry Writing,4.00,Lecture,11392,1,15,1400-1650,t,216 CLS,Doran G,!8
CRWR 445,Adv Fiction Writing,4.00,Lecture,11393,0,15,1400-1650,t,401 LIB,Brown J,!
CS 102,Fnd of Comp Security >3,4.00,Lecture,11402,9,100,1200-1250,mwf,110 FEN,Li J,8
CS 110,Fluency with Info Tech >3,4.00,Lecture,11403,41,242,1300-1350,mwf,282 LIL,Wilkins D,!U
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11404,1,28,1500-1550,m,B026 KLA,Hasanisaznaghi M,N/A
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11405,2,28,1600-1650,m,B026 KLA,Elroy O,N/A
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11406,12,28,1700-1750,m,B026 KLA,Sahu U,N/A
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11407,6,28,0900-0950,f,B026 KLA,Sahu U,N/A
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11408,7,25,1000-1050,f,B026 KLA,Sahu U,!U
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11409,7,25,1100-1150,f,B026 KLA,Hasanisaznaghi M,!U
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11410,0,28,1200-1250,f,B026 KLA,Hasanisaznaghi M,N/A
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11411,4,28,1400-1450,f,B026 KLA,Elroy O,N/A
CS 110,Fluency with Info Tech >3,4.00,+ Lab,11412,2,28,1500-1550,f,B026 KLA,Elroy O,N/A
CS 111,Intro Web Programming >4,4.00,Lecture,11413,69,156,0900-0950,mwf,123 GSH,Flores J,!
