Course Name,Course Description,Credits,Section Type,CRN,Available Seats,Total Seats,Days,Time,Location,Instructor,Requirements
PHYS 299,Sp St Culture & Career,2.00,Lecture,14276,13,28,1500-1550,r,112 WIL,Majewski S,N/A
PHYS 351,Foundat Physics II,4.00,Lecture,14277,25,60,1200-1350,tr,110 WIL,Corwin E,!8
PHYS 391,Experim Data Analy Lab,4.00,Lecture,14278,1,25,1000-1150,mw,318 WIL,Nguyen K,!
PHYS 391,Experim Data Analy Lab,4.00,+ Lab,14279,0,13,1100-1250,f,17 WIL,Connolly G,N/A
PHYS 391,Experim Data Analy Lab,4.00,+ Lab,14280,1,12,1400-1550,f,17 WIL,Connolly G,N/A
PHYS 401,Research,1.00-16.00,Lecture,14282,2,15,tba,tba,tba,STAFF,N/A
PHYS 402,Superv Tutoring,1.00-12.00,Lecture,14283,10,10,-,N/A,N/A,Boggs B,N/A
PHYS 403,Thesis,1.00-12.00,Lecture,14284,9,10,tba,tba,tba,STAFF,N/A
PHYS 405,Reading,1.00-16.00,Lecture,14285,10,10,tba,tba,tba,STAFF,N/A
PHYS 407,Sem Science Transfer,1.00,Lecture,16389,10,19,1600-1730,t,147 WIL,Livelybrooks D,N/A
PHYS 407,Sem Science Transfer,1.00,Lecture,16389,10,19,1600-1730,t,147 WIL,Livelybrooks D,N/A
PHYS 410,Writing Science,4.00,Lecture,15407,9,15,1400-1550,tr,240 TYKE,Aleman B,N/A
PHYS 410,Math Methods,4.00,Lecture,15408,9,20,1400-1550,mw,B042 PSC,Frey R,9
PHYS 412,Mechan/Electric/Magnet,4.00,Lecture,14289,22,45,1200-1250,mwf,B040 PSC,Jeanty L,!
PHYS 412,Mechan/Electric/Magnet,4.00,Lecture,14289,22,45,Helmling-Cornell A,N/A,N/A,N/A,N/A
PHYS 414,Quantum Physics,4.00,Lecture,14290,13,25,1200-1350,mw,318 WIL,Yu T,!
PHYS 421M,Fourier Analysis I,4.00,Lecture,14291,7,10,1000-1120,tr,248 GER,Murphy J,!
PHYS 423M,Intro to Space Physics,4.00,Lecture,15585,11,25,1400-1520,mw,106 FR,Paty C,!
PHYS 424,Classical Optics,4.00,Lecture,15409,8,15,1400-1550,mwf,318 WIL,McMorran B,!$
PHYS 444,Intro Biol Physics,4.00,Lecture,16537,2,5,1200-1350,tr,350 WIL,Parthasarathy R,!d
PHYS 491,Research Project I,2.00-4.00,Lecture,14295,9,15,-,N/A,12 WIL,Boggs B,!$8
PHYS 492,Research Project II,2.00-4.00,Lecture,14296,10,10,-,N/A,12 WIL,Boggs B,!$8
PHYS 493,Research Project III,2.00-4.00,Lecture,14297,10,10,-,N/A,12 WIL,Boggs B,!$8
PORT 101,1st Year Portuguese,5.00,Lecture,14326,5,24,1000-1050,mtwrf,158 MCK,Santos B,9
PORT 201,2nd Year Portuguese >1,4.00,Lecture,14327,10,18,1100-1150,mtwr,158 MCK,Santos B,!9
PORT 301,Expressoes Artisticas >1 >GP >IC,4.00,Lecture,14328,21,24,1200-1250,mwf,151 MCK,Santos B,!8
PPPM 205,Intro to City Planning >2,4.00,Lecture,14329,4,141,1000-1120,tr,129 MCK,Lewis R,!G8U
PPPM 205,Intro to City Planning >2,4.00,+ Dis,14330,3,25,0900-0950,f,255 LIL,Meng S,!U
PPPM 205,Intro to City Planning >2,4.00,+ Dis,14331,0,25,1000-1050,f,251 STB,Severeid E,!U
PPPM 205,Intro to City Planning >2,4.00,+ Dis,14332,0,20,1100-1150,f,144 HED,Meng S,!U
PPPM 205,Intro to City Planning >2,4.00,+ Dis,14333,0,25,1100-1150,f,251 STB,Severeid E,!U
PPPM 205,Intro to City Planning >2,4.00,+ Dis,14334,0,20,1300-1350,f,116 ED,Severeid E,!U
PPPM 205,Intro to City Planning >2,4.00,+ Dis,14335,1,26,1300-1350,f,142 HED,Meng S,!U
PPPM 205,Intro to City Planning >2,4.00,Lecture,16504,1,40,1400-1550,tr,176 ED,Dhar T,N/A
PPPM 250,Arts & Human Values >1 >AC >US,4.00,Lecture,14336,0,70,1400-1520,tr,204 TYKE,Abia-Smith L,!U
PPPM 250,Arts & Human Values >1 >AC >US,4.00,+ Dis,15887,0,23,1000-1050,f,230 LA,Baumgartner B,N/A
PPPM 250,Arts & Human Values >1 >AC >US,4.00,+ Dis,15888,0,24,1100-1150,f,230 LA,Baumgartner B,N/A
PPPM 250,Arts & Human Values >1 >AC >US,4.00,+ Dis,15889,0,23,1200-1250,f,202 CAS,Baumgartner B,!U
PPPM 280,Intro Nonprofit Sect >2,4.00,Lecture,14337,3,149,1200-1320,mw,101 LLCS,Choquette B,G9
PPPM 280,Intro Nonprofit Sect >2,4.00,+ Dis,14338,2,24,0900-0950,f,116 ED,Sapkota K,N/A
PPPM 280,Intro Nonprofit Sect >2,4.00,+ Dis,14339,0,25,1000-1050,f,340 TYKE,Wheeler J,N/A
PPPM 280,Intro Nonprofit Sect >2,4.00,+ Dis,14340,0,25,1100-1150,f,116 ED,Sapkota K,N/A
PPPM 280,Intro Nonprofit Sect >2,4.00,+ Dis,14341,0,25,1300-1350,f,189 PLC,Wheeler J,N/A
PPPM 280,Intro Nonprofit Sect >2,4.00,+ Dis,14342,1,26,1300-1350,f,144 HED,Sapkota K,N/A
PPPM 280,Intro Nonprofit Sect >2,4.00,+ Dis,14343,0,25,1100-1150,f,254 STB,Wheeler J,N/A
PPPM 321,Inclusive Urbanism >2 >AC >US,4.00,Lecture,16559,4,40,1200-1320,mw,302 GER,Dhar T,N/A
PPPM 370,Global Sust Dev Policy >GP >IC,4.00,Lecture,14345,3,70,1000-1120,mw,140 TYKE,Ngo N,d9
PPPM 399,Sp St Urban Transport.,4.00,Lecture,14346,2,40,1400-1520,mw,144 HED,Li A,N/A
PPPM 401,Research,1.00-21.00,Lecture,14347,5,5,tba,tba,tba,STAFF,N/A
PPPM 403,Thesis,1.00-12.00,Lecture,14348,5,5,tba,tba,tba,STAFF,N/A
PPPM 404,Internship,1.00-12.00,Lecture,14349,10,15,-,N/A,N/A,Matthiesen J,!8
PPPM 404,Intern Nonprofit,1.00-12.00,Lecture,14350,10,15,-,N/A,N/A,Matthiesen J,!8
PPPM 405,Special Problems,1.00-12.00,Lecture,14351,5,5,tba,tba,tba,STAFF,N/A
PPPM 405,Special Problems,1.00-12.00,Lecture,14352,5,5,tba,tba,tba,STAFF,N/A
PPPM 412,Intern & Prof Devel,2.00,Lecture,14355,1,20,1400-1520,t,125 LLCN,Voelker-Morris J,!Mc8A
PPPM 413,Quantitative Methods,4.00,Lecture,14356,6,64,1200-1320,tr,302 GER,Ofori R,GM
PPPM 413,Quantitative Methods,4.00,+ Lab,14357,3,32,1200-1250,f,442 MCK,tba,M
PPPM 413,Quantitative Methods,4.00,+ Lab,14358,3,32,1300-1350,f,442 MCK,tba,M
PPPM 415,Polic & Planning Analy,4.00,Lecture,14359,7,76,1600-1720,mw,125 MCK,Ofori R,!BG8
PPPM 418,Intro Public Law,4.00,Lecture,14360,1,45,1830-1950,mw,301 GER,Stotter D,N/A
PPPM 422,Grant Proposal Writing,1.00,Lecture,14361,18,60,1600-1850,w 9/27,242 GER,Choquette B,!!AV8
PPPM 422,Grant Proposal Writing,1.00,Lecture,14361,18,60,1600-1850,w 10/04,242 GER,N/A,N/A
PPPM 440,Land-Use Plan & Policy,4.00,Lecture,14362,3,40,1000-1120,mw,117 ED,Galloway Z,N/A
PPPM 444,Environmental Policy,4.00,Lecture,14363,0,56,1200-1320,mw,117 ED,Ofori R,9
PPPM 445,Green Cities,4.00,Lecture,14364,0,70,1600-1720,tr,140 TYKE,Stephens R,9
PPPM 448,Collaboration,4.00,Lecture,15892,21,40,1400-1650,w,176 ED,Rosenberg S,N/A
PPPM 465,Program Evaluation,4.00,Lecture,14365,23,40,1200-1320,mw,248 GER,Russo A,N/A
PPPM 488,Nonprofit Legal Issues,4.00,Lecture,14367,22,40,1000-1250,f,140 ALL,Lang D,N/A
PPPM 494,Practice Lead & Change,4.00,Lecture,14368,3,35,1200-1350,mw 9/26-10/29,189 PLC,Melendez J,!MG
PPPM 494,Practice Lead & Change,4.00,Lecture,14368,3,35,1200-1350,mw 10/30-12/03,101 MCK,N/A,N/A
PS 111,Intro to Political Sci >2,4.00,Lecture,14414,3,300,1000-1050,mwf,180 PLC,Parsons C,G
PS 111,Intro to Political Sci >2,4.00,+ Dis,14415,0,30,1600-1650,m,106 CON,Guo Y,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,14416,0,30,0900-0950,t,106 CON,Scott B,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,14417,0,30,1700-1750,t,106 CON,McGuire I,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,14418,0,30,0900-0950,w,373 MCK,Scott B,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,14419,2,30,1600-1650,w,106 CON,Ahmed S,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,14420,0,30,1100-1150,r,151 STB,Ahmed S,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,14421,0,30,1500-1550,r,373 MCK,Kankanyan N,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,14422,1,30,0900-0950,f,123 MCK,Kankanyan N,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,16455,0,30,1500-1550,m,340 TYKE,Guo Y,N/A
PS 111,Intro to Political Sci >2,4.00,+ Dis,16456,0,30,1600-1650,t,101 PETR,McGuire I,N/A
PS 205,Intro Intl Relations >2,4.00,Lecture,14427,33,120,0900-0950,mwf,101 LLCS,Cramer J,!GU
PS 205,Intro Intl Relations >2,4.00,+ Dis,14428,5,30,1600-1650,m,201 CON,Martin A,N/A
PS 205,Intro Intl Relations >2,4.00,+ Dis,14429,23,30,1700-1750,w,303 GER,Brackett R,N/A
PS 205,Intro Intl Relations >2,4.00,+ Dis,14430,3,30,1100-1150,r,107 ESL,Martin A,!U
PS 205,Intro Intl Relations >2,4.00,+ Dis,14431,2,30,1200-1250,r,230 LA,Brackett R,N/A
PS 302,State's Right & Wrongs >2,4.00,Lecture,16463,4,75,1600-1720,mw,302 GER,Follo M,N/A
PS 304,Democ  Dictat  & Devel >2 >GP >IC,4.00,Lecture,16464,7,60,1600-1720,mw,101 LIB,Souilmi H,N/A
PS 310,Roots of Democracy >2,4.00,Lecture,14438,0,65,1200-1320,mw,276 ED,Hendrix B,!GCt9
PS 324,European Politics >2 >GP >IP,4.00,Lecture,15748,5,75,1000-1120,mw,240C MCK,Conran J,!
PS 330,Govmts & Politc Lat Am >2 >GP >IC,4.00,Lecture,15749,14,75,1200-1320,mw,128 CHI,Beck E,N/A
PS 340,Intl Political Economy,4.00,Lecture,14439,0,75,1200-1320,mw,125 MCK,Skalnes L,G
PS 342,Politics of China >GP >IC,4.00,Lecture,14440,2,30,0830-0950,tr,101 LIB,Tan Y,G
PS 348,Women & Politics >IP >US,4.00,Lecture,15750,6,75,1600-1720,tr,302 GER,Yamin P,N/A
PS 351,Democratic Dilemmas,4.00,Lecture,15751,10,40,1000-1120,tr,240A MCK,Tichenor D,N/A
PS 352,Parties & Elections >2,4.00,Lecture,15752,6,75,1000-1120,tr,145 STB,Southwell P,N/A
PS 371,United States Congress >2,4.00,Lecture,15753,2,75,1000-1120,tr,125 MCK,O'Brian N,9
PS 386,US Soc Mvmts & Pol Ch >2 >IP >US,4.00,Lecture,14442,1,75,1600-1720,tr,101 LIB,Berk G,G
PS 390,American Indian Pol >2 >AC >US,4.00,Lecture,16072,0,30,0830-0950,mw,101 LIB,Hendrix B,9
PS 401,Research,1.00-15.00,Lecture,14444,9,10,tba,tba,tba,STAFF,N/A
PS 404,Internship,2.00,Lecture,14445,15,15,-,N/A,N/A,Skalnes L,Ma8
PS 405,Reading,1.00-15.00,Lecture,14446,24,25,tba,tba,tba,STAFF,N/A
PS 410,Pol Marriage & Family,4.00,Lecture,16422,1,25,1200-1320,tr,141 ALL,Yamin P,N/A
PS 411,Honors Thesis Prospect,1.00,Lecture,14449,30,35,1400-1450,w,301 CON,Cramer J,!M
PS 445,Meth for Pol Analy I,4.00,Lecture,14450,14,25,0830-0950,tr,248 GER,O'Brian N,G
PS 455,Theories Intl Politics,4.00,Lecture,14451,2,25,1400-1520,mw,240B MCK,Skalnes L,G9
PS 467,US Presidency,4.00,Lecture,14452,0,25,1400-1520,mw,242 GER,James C,N/A
PS 477,Intl Environ Politics,4.00,Lecture,15754,0,25,0830-0950,tr,117 FEN,Mitchell R,!
PS 479,US Interv Dev Nations,4.00,Lecture,15755,0,25,1400-1520,tr,301 GER,Cramer J,N/A
PS 495,US Political Econ,4.00,Lecture,14453,2,25,1600-1720,mw,107 PETR,Conran J,G
PSY 201,Mind and Brain >3,4.00,Lecture,14466,3,501,1200-1350,tr,156 STB,Bala J,!GMU
PSY 202,Mind and Society >2,4.00,Lecture,14467,4,500,1400-1550,mw,156 STB,Chavez R,!GMU
PSY 202,Mind and Society >2,4.00,+ Lab,14468,0,25,1700-1750,w,240B MCK,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14469,0,25,1600-1650,w,347 MCK,tba,!U
PSY 202,Mind and Society >2,4.00,+ Lab,14470,0,25,1600-1650,w,240B MCK,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14471,1,25,1700-1750,w,203 CON,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14472,0,25,0900-0950,r,301 CON,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14473,1,25,0900-0950,r,107 PETR,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14474,0,25,1000-1050,r,254 STB,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14475,0,25,1100-1150,r,101 MCK,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14476,0,25,1200-1250,r,116 ED,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14477,0,25,1300-1350,r,252 STB,tba,!U
PSY 202,Mind and Society >2,4.00,+ Lab,14478,0,25,1400-1450,r,252 STB,tba,!U
PSY 202,Mind and Society >2,4.00,+ Lab,14479,0,25,1500-1550,r,240B MCK,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14480,0,25,1600-1650,r,349 MCK,tba,!U
PSY 202,Mind and Society >2,4.00,+ Lab,14481,0,25,1700-1750,r,471 MCK,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14482,1,25,1000-1050,f,301 CON,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14483,0,25,1000-1050,f,260 CON,tba,!U
PSY 202,Mind and Society >2,4.00,+ Lab,14484,0,25,1100-1150,f,122 MCK,tba,!U
PSY 202,Mind and Society >2,4.00,+ Lab,14485,0,25,1100-1150,f,102 PETR,tba,N/A
PSY 202,Mind and Society >2,4.00,+ Lab,14486,1,25,1200-1250,f,301 CON,tba,!U
PSY 202,Mind and Society >2,4.00,+ Lab,14487,0,25,1200-1250,f,360 CON,tba,N/A
PSY 301,Scientific Thinking >3,4.00,Lecture,14488,2,150,1600-1720,mw,100 WIL,Bell T,GM
PSY 301,Scientific Thinking >3,4.00,Lecture,14489,0,146,1200-1320,tr,110 FEN,Bell T,GM
PSY 302,Statistical Mthds Psy,4.00,Lecture,14490,0,95,1000-1120,mw,229 MCK,Lieber S,!$G
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14491,0,16,1600-1720,w,006 STB,Aragon D,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14492,0,16,1400-1520,w,006 STB,Rohovit T,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14493,0,16,1200-1320,w,006 STB,Rohovit T,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14494,0,15,0830-0950,r,008 STB,Aragon D,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14495,0,16,1000-1120,r,008 STB,Someshwar A,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14496,0,16,1200-1320,r,008 STB,Someshwar A,N/A
PSY 302,Statistical Mthds Psy,4.00,Lecture,14497,1,97,1200-1320,mw,32 TYKE,Lieber S,!$G
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14498,0,16,1000-1120,r,006 STB,Aragon D,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14499,0,17,1400-1520,r,006 STB,Rohovit T,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14500,0,16,1600-1720,r,006 STB,Someshwar A,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14501,0,16,1000-1120,f,008 STB,Jacobson R,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14502,0,16,1200-1320,f,008 STB,Jacobson R,N/A
PSY 302,Statistical Mthds Psy,4.00,+ Lab,14503,1,16,1400-1520,f,008 STB,Jacobson R,N/A
PSY 303,Top Res Mthds Psy,4.00,Lecture,14504,0,17,0830-0950,mw,006 STB,Myers J,!$GM8
PSY 303,Top Res Mthds Psy,4.00,Lecture,14505,0,17,0830-0950,tr,006 STB,Myers J,!$GM8
PSY 303,Top Res Mthds Psy,4.00,Lecture,14506,0,18,1000-1120,tr,222 LA,Doyle E,!$GM8
PSY 303,Top Res Mthds Psy,4.00,Lecture,14507,1,19,1000-1120,mw,006 STB,Wixwat A,!$GM8
PSY 303,Top Res Mthds Psy,4.00,Lecture,14508,0,17,1400-1520,tr,008 STB,Zavala A,!$GM8
PSY 303,Top Res Mthds Psy,4.00,Lecture,14509,0,18,1600-1720,mw,008 STB,Welindt D,!$GM8
PSY 303,Top Res Mthds Psy,4.00,Lecture,14510,0,18,1600-1720,tr,008 STB,Rossi A,!$GM8
PSY 303,Top Res Mthds Psy,4.00,Lecture,14511,0,17,1400-1520,mw,008 STB,Blaisdell K,!$MG8
PSY 304,Biopsychology,4.00,Lecture,14512,0,96,1200-1320,tr,245 STB,Smear M,!G
PSY 304,Biopsychology,4.00,+ Dis,14513,0,24,1400-1520,r,130 GSH,Brannon E,N/A
PSY 304,Biopsychology,4.00,+ Dis,14514,0,24,1600-1720,r,240B MCK,Mehan S,N/A
PSY 304,Biopsychology,4.00,+ Dis,14515,0,24,1200-1320,f,102 PETR,Brannon E,N/A
PSY 304,Biopsychology,4.00,+ Dis,14516,0,24,1400-1520,f,301 CHA,Mehan S,N/A
PSY 305,Cognition,4.00,Lecture,14517,0,148,1400-1520,tr,110 FEN,Unsworth N,!G8
PSY 307,Personality,4.00,Lecture,15259,2,146,1000-1120,tr,110 FEN,Saucier G,!G
PSY 309,Psychopathology,4.00,Lecture,14519,0,148,1000-1120,mw,110 FEN,Zaman A,!G
PSY 309,Psychopathology,4.00,Lecture,16165,1,150,1400-1520,mw,250 CLS,Zaman A,!G
PSY 383,Psychoactive Drugs,4.00,Lecture,15261,4,150,1200-1320,mw,123 PAC,Karns C,9
PSY 401,Research,1.00-21.00,Lecture,14521,17,50,tba,tba,tba,STAFF,8
PSY 401,Research,1.00-21.00,Lecture,14522,20,20,tba,tba,tba,STAFF,8
PSY 401,Res Soc Neuro,1.00-21.00,Lecture,14523,8,10,-,N/A,N/A,Berkman E,8
PSY 401,Res Brain and Memory,1.00-21.00,Lecture,14524,5,10,-,N/A,N/A,Zeithamova Demircan D,8
PSY 401,Res Acquiring Minds,1.00-21.00,Lecture,14525,9,10,-,N/A,N/A,Baldwin D,8
PSY 401,Res Percept & Action,1.00-21.00,Lecture,14526,10,10,-,N/A,N/A,Dassonville P,8
PSY 401,Res Social Cognition,1.00-21.00,Lecture,14527,4,10,-,N/A,N/A,Hodges S,8
PSY 401,Res Dev Sociobiology,1.00-21.00,Lecture,14528,9,10,-,N/A,N/A,Ablow J,8
PSY 401,Res Working Memory,1.00-21.00,Lecture,14529,2,10,-,N/A,N/A,Unsworth N,8
PSY 401,Res Emotion Reg Family,1.00-21.00,Lecture,14530,9,10,-,N/A,N/A,Zalewski Regnier M,8
PSY 401,Res Dev Neurosci,1.00-21.00,Lecture,14531,5,10,-,N/A,N/A,Pfeifer J,8
PSY 401,Res Dev Neurosci,1.00-21.00,Lecture,14531,5,10,-,N/A,N/A,Pfeifer J,8
PSY 401,Res Brain Lab,1.00-21.00,Lecture,14532,9,10,-,N/A,N/A,Mills K,8
PSY 401,Res Fam Bio Beha Hlth,1.00-21.00,Lecture,16067,9,10,-,N/A,N/A,Skowron E,8
PSY 401,Res Prevention Neurobi,1.00-21.00,Lecture,16544,6,15,-,N/A,N/A,Peake S,N/A
PSY 403,Thesis,1.00-12.00,Lecture,14533,8,10,tba,tba,tba,STAFF,N/A
PSY 405,Reading,1.00-21.00,Lecture,14534,10,10,tba,tba,tba,STAFF,N/A
PSY 405,Reading,1.00-21.00,Lecture,14535,10,10,tba,tba,tba,STAFF,N/A
PSY 406,Prac Psy Writing Tutor,1.00-12.00,Lecture,14536,3,10,-,N/A,N/A,Silverstein M,N/A
PSY 406,Prac Psy Stats Tutor,1.00-12.00,Lecture,14537,12,25,-,N/A,N/A,Stendel M,N/A
PSY 406,Practicum,1.00-12.00,Lecture,14538,11,25,tba,tba,tba,STAFF,N/A
PSY 406,Practicum,1.00-12.00,Lecture,14539,50,50,tba,tba,tba,STAFF,N/A
PSY 407,Sem Metacognition,3.00,Lecture,16461,2,15,1400-1520,mw,175 LIL,Owen E,N/A
PSY 407,Sem Moral Psychology,4.00,Lecture,16421,0,20,1400-1520,tr,348 MCK,Dimakis S,N/A
PSY 410,Stereotype & Prejudice,4.00,Lecture,14544,2,50,1000-1120,mw,204 TYKE,Meyers C,!MG
PSY 410,Evolutionary Psych,4.00,Lecture,15262,5,50,1400-1520,tr,214 MCK,Bell T,!MG
PSY 410,Forensic Psych,4.00,Lecture,15263,2,48,1200-1320,mw,100 AGH,Zaman A,!MG
PSY 410,Peer Advising,1.00-5.00,Lecture,14542,3,20,-,N/A,N/A,Bala J,N/A
PSY 410,Peer Lab Training,1.00-5.00,Lecture,14543,3,25,1600-1750,t,349 MCK,Myers J,8
PSY 412,Applied Data Analysis,4.00,Lecture,14545,1,20,1000-1120,mw,107 PETR,Pennefather J,!$M
PSY 412,Applied Data Analysis,4.00,+ Lab,14547,1,20,1200-1320,f,006 STB,Lougen D,M
PSY 420,Psychology & Law,4.00,Lecture,16204,4,50,1200-1320,tr,112 LIL,Mauro R,!MG
PSY 449,Cognitive Neuroscience,4.00,Lecture,15265,3,50,1400-1520,mw,166 LA,Hutchinson B,!MG8
PSY 459,Cultural Psychology,4.00,Lecture,16380,1,50,1400-1520,mw,302 GER,Pennefather J,!
PSY 459,Cultural Psychology,4.00,Lecture,16381,1,50,1600-1720,mw,112 LIL,Pennefather J,!
PSY 472,Psychology of Trauma,4.00,Lecture,16201,0,50,1600-1720,mw,221 MCK,Shirtcliff B,!
PSY 475,Cognitive Development,4.00,Lecture,15267,3,50,1200-1320,tr,240C MCK,Fausey C,!MG8
PSY 480,Dev & Psychopathology,4.00,Lecture,16203,9,50,1400-1520,tr,101 JAQ,Fenesy M,!
PSY 490,Honors in Psychology,1.00,Lecture,14554,8,25,1600-1650,r,257 STB,Mayr U,!M
REES 401,Research,2.00-6.00,Lecture,14598,15,15,tba,tba,tba,STAFF,N/A
REES 403,Thesis,3.00-6.00,Lecture,14599,15,15,tba,tba,tba,STAFF,N/A
REES 405,Reading,1.00-5.00,Lecture,14600,15,15,tba,tba,tba,STAFF,N/A
REES 406,Field Studies,1.00-21.00,Lecture,14601,15,15,tba,tba,tba,STAFF,N/A
REL 101,World Relig: Asian >1 >GP >IC,4.00,Lecture,14604,6,100,1100-1150,mwf,32 TYKE,Unno M,!9U
REL 101,World Relig: Asian >1 >GP >IC,4.00,+ Dis,14605,1,25,1100-1150,r,101 VOL,Yamazaki M,!U
REL 101,World Relig: Asian >1 >GP >IC,4.00,+ Dis,14606,1,25,1200-1250,r,246 GER,Sridharan P,N/A
REL 101,World Relig: Asian >1 >GP >IC,4.00,+ Dis,14607,3,25,1300-1350,r,246 GER,Sridharan P,N/A
REL 101,World Relig: Asian >1 >GP >IC,4.00,+ Dis,14608,1,25,1400-1450,r,184 PLC,Yamazaki M,N/A
REL 211,Early Judaism >2 >GP >IP,4.00,Lecture,15276,3,40,1000-1150,tr,360 CON,Green D,N/A
REL 317,Jesus & Gospels >1,4.00,Lecture,15277,8,40,1400-1550,tr,360 CON,Langford A,N/A
REL 322,Hist of Christianity >2,4.00,Lecture,15278,4,40,1400-1550,mw,072 PLC,Shoemaker S,N/A
REL 323,Hist of Christianity >2,4.00,Lecture,15279,25,40,1000-1150,mw,072 PLC,Shoemaker S,9
REL 401,Research,1.00-4.00,Lecture,14614,5,5,tba,tba,tba,STAFF,N/A
REL 403,Thesis,1.00-4.00,Lecture,14615,5,5,tba,tba,tba,STAFF,N/A
REL 405,Reading,1.00-4.00,Lecture,14616,5,5,tba,tba,tba,STAFF,N/A
REL 407,Sem Bddhsm & Psythrpy,4.00,Lecture,16308,7,15,1400-1650,w,303 GER,Unno M,N/A
RL 407,Sem Kinds of Women,4.00,Lecture,16304,1,15,1400-1650,m,248 GER,Middlebrook L,!
RUSS 101,1st Year Russian,5.00,Lecture,14625,9,18,0900-0950,mtwr,216 CLS,Turygina A,!9
RUSS 101,1st Year Russian,5.00,Lecture,14626,1,18,1100-1150,mtwr,248 PLC,Ravitch L,!9
RUSS 101,1st Year Russian,5.00,Lecture,15669,9,18,1200-1250,mtwr,248 PLC,Ravitch L,!9
RUSS 201,2nd Year Russian >1,5.00,Lecture,14627,8,20,1000-1050,mtwr,248 PLC,Ravitch L,!9
RUSS 204,Intro Russian Literat >1 >GP >IC,4.00,Lecture,14628,7,45,1300-1350,mwf,146 HED,Hokanson K,!U
RUSS 240,Russian Culture >1 >GP >IC,4.00,Lecture,14629,2,25,1600-1720,tr,347 MCK,Nemirovskaya J,9
RUSS 316,3rd Year Russian >1,5.00,Lecture,14630,10,15,1200-1320,mwf,222 LIB,Presto J,!9
RUSS 351,Russian Lit & Film >1 >GP >IC,4.00,Lecture,14631,18,25,1400-1520,mw,123 MCK,Lim S,N/A
RUSS 404,Internship,1.00-12.00,Lecture,15670,14,15,-,N/A,N/A,Presto J,8
RUSS 407,Sem Ukrainian Lit,4.00,Lecture,15671,13,15,1400-1520,tr,248 PLC,Kovalchuk A,N/A
RUSS 436,Top Adv Russian,4.00,Lecture,15672,8,15,1100-1150,mwf,349 MCK,Kurganova N,!9
SBUS 199,Sp St Athlete Influenc,3.00,Lecture,16443,0,46,1400-1520,tr,175 LIL,Anderson L,$
SBUS 401,Research,1.00-4.00,Lecture,14633,20,20,tba,tba,tba,STAFF,$
SBUS 405,Reading,4.00,Lecture,14634,20,20,tba,tba,tba,STAFF,$
SBUS 406,Practicum,1.00-4.00,Lecture,14636,20,20,tba,tba,tba,STAFF,$
SBUS 409,Terminal Project,1.00-12.00,Lecture,15373,20,20,tba,tba,tba,STAFF,$
SBUS 450,Sports Marketing,4.00,Lecture,14637,4,46,1600-1750,tr,212 LIL,Dubinsky Y,!$MY
SBUS 450,Sports Marketing,4.00,Lecture,15374,0,46,1400-1550,tr,212 LIL,Dubinsky Y,!$MY
SBUS 452,Sports Sponsorship,4.00,Lecture,15375,10,46,0800-0950,tr,262 LIL,Cornwell T,!$M9
SBUS 453,Law & Sports Business,4.00,Lecture,15377,0,46,1400-1550,tr,285 LIL,Francis M,!$M
SBUS 456,Sports Brand Mgmt,4.00,Lecture,14640,0,60,1000-1150,mw,132 LIL,Griesinger R,!$M
SCAN 251,Text & Interpretation >1 >GP >IC,4.00,Lecture,14647,2,35,1200-1320,tr,106 FR,Fischer M,K
SCAN 259,Vikings/Iceland Sagas >1 >GP >IC,4.00,Lecture,14648,0,65,1000-1120,mw,112 LIL,Young J,!KU
